Sale Type,SKU,Name,Summer - Sale Price DR,Summer - Sale Price TW,Summer - Sale Price OR,% off list DR,% off list TW,% off list OR
,VELKARKT02,Vellamo Kara Single Lever Mono Kitchen Mixer Tap - Gunmetal,104.99,94.99,,0.0455,0.05,
,VELKARKT04,Vellamo Kara Pull Out Spray Single Lever Mono Kitchen Mixer Tap - Matt Black,174.99,139.99,,0.079,0.0667,
Hero - Good Seller,VELKORKT04,Vellamo Koro Single Lever Mono Kitchen Mixer Tap - Matt Black,74.99,74.99,,0.0625,0.0625,
Hero - Good Seller,VELKORKT02,Vellamo Koro U Spout Single Lever Mono Kitchen Mixer Tap - Gunmetal,114.99,94.99,,0.0417,0.05,
,HBCLA83,Harbour Clarity 2 Outlet Thermostatic Concealed Shower Valve - Brushed Bronze,229.99,229.99,,0.08,0.08,
,har-clar-bz-2o-v-slide-rail-ovf,"Harbour Clarity Brushed Bronze Shower Package with 2 Outlet Valve, Slide Rail Kit and Overflow Bath Filler",459.99,459.99,,0.08,0.08,
,har-clar-bz-2o-vlv-cm-hd-shwrkit,"Harbour Clarity Brushed Bronze Shower Package with 2 Outlet Valve, Fixed Head & Ceiling Arm and Wall Shower Kit",414.99,414.99,,0.0778,0.0778,
,har-clar-bz-2o-vlv-wm-ovf,"Harbour Clarity Brushed Bronze Shower Package with 2 Outlet Valve, Fixed Head & Wall Arm and Overflow Bath Filler",459.99,459.99,,0.08,0.08,
,har-clar-bz-2o-vlv-wm-shower-kit,"Harbour Clarity Brushed Bronze Shower Package with 2 Outlet Valve, Fixed Head & Wall Mounted Arm and Wall Shower Kit",424.99,424.99,,0.0761,0.0761,
,har-clar-bz-2o-vlv-wm-slide-kit,"Harbour Clarity Brushed Bronze Shower Package with 2 Outlet Valve, Fixed Head & Wall Mounted Arm and Slide Rail Shower Kit",459.99,459.99,,0.08,0.08,
,ITY317,Butler & Rose Victoria Traditional 2 Outlet Concealed Therm Shower Valve,259.99,259.99,,0.0714,0.0714,
,ITY316,Premier Traditional Twin Concealed Thermostatic Shower Valve (Butler & Rose),234.99,234.99,,0.0784,0.0784,
,MLSHBE2,Vellamo Matt Black Twist Shower Package with Cool Touch Bar Valve and Adjustable Riser Rail (Black Edition),379.99,379.99,,0.05,0.05,
,VELFORT03,Vellamo Forte Deck Mounted Bath Filler - Chrome,104.99,94.99,,0.0455,0.05,
,HBCLKN22,Harbour Clarity Knurled Bath Shower Mixer Tap & Shower Kit - Matt Black,174.99,174.99,,0.079,0.079,
,VELRELATE04,Vellamo Relate Bath Shower Mixer & Kit - Chrome,139.99,124.99,,0.0667,0.0741,
,VELCITY20,Vellamo City Mini Basin Mixer Tap & Waste - Matt Black,74.99,74.99,,0.0625,0.0625,
,HBSTAT85,Harbour Status Bath Mixer Tap - Brushed Bronze,184.99,184.99,,0.075,0.075,
,VELFORT06,Vellamo Forte Wall Mounted Basin Mixer Tap - Chrome,104.99,84.99,,0.0455,0.0556,
,HBESSBSM-MB,Harbour Essence Bath Shower Mixer - Matt Black,129.99,129.99,,0.0714,0.0714,
"Marketing request - Wow, Hero - Big Discount",CTB-CCFLTRECC,Harbour Concrete 520mm Fluted Rectangular Countertop Basin - Warm Grey,179.99,179.99,,0.1,0.1,
Marketing request - Wow,CTB-CCWHPRP,Harbour Concrete 400mm Wall Hung Cloakroom Basin - Periwinkle Purple,189.99,189.99,,0.05,0.05,
,NU-002,Drench Core Mono Basin Mixer Tap - Matt Black,94.99,84.99,,0.05,0.0556,
,NU-038,Drench Core Mono Basin Mixer Tap - Brushed Bronze,119.99,94.99,,0.0769,0.05,
,NU-031,Drench Core Mono Basin Mixer Tap - Gunmetal,119.99,94.99,,0.0769,0.05,
,harbour-grc-rimless-wc-sclose,Harbour Grace Rimless Fully Back to Wall Toilet & Soft Close Seat - 600mm Projection,259.99,259.99,,0.0714,0.0714,
,NCG441,Emily Rimless Wall Hung Toilet & Soft Close Seat,159.99,159.99,,0.0588,0.0588,
,NCG550,Drench Emily Rimless BTW Close-Coupled Toilet & Soft Close Seat,199.99,199.99,,0.0909,0.0909,
,br-catherine-comfort-high-l-tlt,"Butler & Rose Catherine Comfort Height High Level Toilet with Pan, Cistern & Flush Pipe",304.99,304.99,,0.0758,0.0758,
,NCS840,Butler & Rose Catherine Wall Hung Toilet (Excluding Seat),129.99,129.99,,0.0714,0.0714,
,vellamo-comf-h-btw-toilet-scseat,Vellamo Modern D-Shaped Comfort Height Back to Wall Toilet with Soft Close Seat,159.99,159.99,,0.0588,0.0588,
,LQ701,Drench Noir LED Illuminated Black Framed Mirror with Demister Pad - 500 x 700mm,184.99,184.99,,0.075,0.075,
,LQ702,Harbour Clarity LED Illuminated Brushed Brass Framed Mirror with Demister Pad - 500 x 700mm,214.99,214.99,,0.0652,0.0652,
Hero - Good Seller,MARCOS-600-BLK,Marcos Round Matt Black Framed Mirror - 600mm,94.99,94.99,,0.05,0.05,
,MARCOS-LED-800-BLK,Marcos LED Illuminated Round Matt Black Framed Mirror with Demister Pad & Colour Change Lights - 800mm,239.99,239.99,,0.0769,0.0769,
,BR-CLEANER01,Butler & Rose Ceramic Fireclay Cleaner Sink - 515 x 393mm,279.99,279.99,,0.0667,0.0667,
Hero - Good Seller,SN60BK,Vellamo Terra 1 Bowl Black Granite Composite Inset/Undermount Kitchen Sink & Waste Kit - 533 x 457mm,184.99,184.99,,0.075,0.075,
Marketing request - Wow,CTB-CCWHTAL,Harbour Concrete 400mm Wall Hung Cloakroom Basin - Atlantic Teal,189.99,189.99,,0.05,0.05,
,VELEDG12,Vellamo Edge 1.5 Bowl Inset/Undermount Brushed Stainless Steel Kitchen Sink & Waste with Left Hand Main Bowl - 560 x 430mm,269.99,269.99,,0.069,0.069,
,VELTERBL01,Vellamo Terra Compact 1 Bowl Black Granite Composite Inset or Undermount Kitchen Sink & Waste - 370 x 460mm,174.99,174.99,,0.079,0.079,
,VELTERBL02,Vellamo Terra 1 Bowl Black Granite Composite Inset or Undermount Kitchen Sink & Waste - 430 x 460mm,184.99,184.99,,0.075,0.075,
Hero - Good Seller,VELTERWH01,Vellamo Terra Compact 1 Bowl White Granite Composite Inset or Undermount Kitchen Sink & Waste - 370 x 460mm,174.99,174.99,,0.079,0.079,
,VELTERWH02,Vellamo Terra 1 Bowl White Granite Composite Inset or Undermount Kitchen Sink & Waste - 430 x 460mm,184.99,184.99,,0.075,0.075,
,WN80GR,Vellamo Terra Extra Large 1 Bowl Graphite Grey Granite Composite Undermount Kitchen Sink & Waste Kit - 774 x 434mm,244.99,244.99,,0.0755,0.0755,
Hero - Good Seller,WN80WH,Vellamo Terra Extra Large 1 Bowl White Granite Composite Undermount Kitchen Sink & Waste Kit - 774 x 434mm,244.99,244.99,,0.0755,0.0755,
,KIT022-with-filter-kit,Vellamo Kara Single Lever Mono Kitchen Mixer Tap with Complete Filter Kit - Brushed Copper,214.99,214.99,,0.0652,0.0652,
,VELKARKT06,Vellamo Kara Pull Out Spray Single Lever Mono Kitchen Mixer Tap - Gunmetal,174.99,159.99,,0.079,0.0588,
Hero - Big Discount,HBCLKN23,Harbour Clarity Knurled Bath Shower Mixer Tap & Shower Kit - Brushed Brass,229.99,229.99,,0.08,0.08,
Hero - Big Discount,HBCLKN24,Harbour Clarity Knurled Bath Shower Mixer Tap & Shower Kit - Gunmetal,229.99,229.99,,0.08,0.08,
,HBESSBSM-BB,Harbour Essence Bath Shower Mixer - Brushed Brass,149.99,149.99,,0.0625,0.0625,
,HBESSBSM-CH,Harbour Essence Bath Shower Mixer - Chrome,119.99,119.99,,0.0769,0.0769,
Hero - Good Seller,BPR105,Drench Emily/Erin 1700mm Straight Front Bath Panel - Gloss White,74.99,74.99,,0.0625,0.0625,
,GLASS001,i6 Double Door Quadrant 800mm (Harbour),224.99,224.99,,0.0625,0.0625,
,GLASS002,i6 Double Door Quadrant 900mm (Harbour),229.99,229.99,,0.08,0.08,
,GLASS003,i6 Double Door Quadrant 900 x 760mm (Harbour),229.99,229.99,,0.08,0.08,
,GLASS004,i6 Double Door Quadrant 1000 x 800mm (Harbour),239.99,239.99,,0.0769,0.0769,
,GLASS005,i6 Double Door Quadrant 1200 x 800mm (Harbour),279.99,279.99,,0.0667,0.0667,
,SCUD10x8Q,i8 Double Door Quadrant 1000 x 800mm (Harbour) (A1+A2),369.99,369.99,,0.075,0.075,
,SCUD12x8Q,i8 Double Door Quadrant 1200 x 800mm (Harbour) (A3+A4),369.99,369.99,,0.075,0.075,
,SCUD12X9Q,i8 Double Door Quadrant 1200 x 900mm (Harbour) (A5+A6),369.99,369.99,,0.075,0.075,
,SCUD9Q,i8 Double Door Quadrant 900mm (Harbour),359.99,359.99,,0.0769,0.0769,
,SCUD9x76Q,i8 Double Door Quadrant 900x760mm (Harbour),369.99,369.99,,0.075,0.075,
,hb-primrose-pivot-760-side-800,Harbour Primrose Matt Black 6mm Pivot Shower Door 760m & Side Panel 800mm (1850mm high),344.99,344.99,,0.0676,0.0676,
,hb-primrose-pivot-800-side-800,Harbour Primrose Matt Black 6mm Pivot Shower Door 800m & Side Panel 800mm (1850mm high),349.99,349.99,,0.0789,0.0789,
,hb-primrose-pivot-900-side-800,Harbour Primrose Matt Black 6mm Pivot Shower Door 900m & Side Panel 800mm (1850mm high),359.99,359.99,,0.0769,0.0769,
,hb-primrose-sliding-10-side-8,Harbour Primrose Matt Black 6mm Single Sliding Shower Door 1000mm & Side Panel 800mm (1850mm high),389.99,389.99,,0.0714,0.0714,
,hb-primrose-sliding-12-side-8,Harbour Primrose Matt Black 6mm Single Sliding Shower Door 1200mm & Side Panel 800mm (1850mm high),389.99,389.99,,0.0714,0.0714,
,Harbour-Virtue-800-VU-Mw-Fr-Wh,"Harbour Virtue 800mm Wall Hung Vanity Unit with LED Illumination, Black Framed Shelf & White Basin - Matt White & Matt Black Han",609.99,609.99,,0.0758,0.0758,
,Harbour-Virtue-800-Wall-VU-Mw-Wh,Harbour Virtue 800mm Wall Hung Vanity Unit with LED Illumination & White Basin - Matt White & Matt Black Handle,459.99,459.99,,0.08,0.08,
,dalston-600-wall-vu-grey,Britton Bathrooms Dalston 600mm Wall Mounted Vanity Unit and Basin - Matt Grey,339.99,339.99,,0.0685,0.0685,
,dr-emily-1000-mid-525-cist-gw,"Drench Emily 1000mm Combination Bathroom Toilet & Sink Unit with Mid-Edged Basin, 480mm Projection Toilet and Cistern - White Gl",534.99,534.99,,0.0776,0.0776,
,dr-emily-1000-mid-530-cist-gw,"Drench Emily 1000mm Combination Bathroom Toilet & Sink Unit with Mid-Edged Basin, 520mm Projection Toilet and Cistern - White Gl",414.99,414.99,,0.0778,0.0778,
,dr-emily-1000-mid-530-gw,Drench Emily 1000mm Combination Bathroom Toilet & Sink Unit with Mid-Edged Basin and 520mm Projection Toilet - White Gloss,399.99,399.99,,0.0698,0.0698,
,dr-emily-1000-mid-cist-gw,Drench Emily 1000mm Combination Bathroom Toilet & Sink Unit with Mid-Edged Basin and Cistern - White Gloss,324.99,324.99,,0.0714,0.0714,
,dr-emily-1000-mid-gw,Drench Emily 1000mm Combination Bathroom Toilet & Sink Unit with Mid-Edged Basin - White Gloss,294.99,294.99,,0.0781,0.0781,
,dr-emily-1000-min-525-cist-gw,"Drench Emily 1000mm Combination Bathroom Toilet & Sink Unit with Minimalist Basin, 480mm Projection Toilet and Cistern - White G",534.99,534.99,,0.0776,0.0776,
,dr-emily-1000-min-530-cist-gw,"Drench Emily 1000mm Combination Bathroom Toilet & Sink Unit with Minimalist Basin, 520mm Projection Toilet and Cistern - White G",414.99,414.99,,0.0778,0.0778,
,dr-emily-1000-min-530-gw,Drench Emily 1000mm Combination Bathroom Toilet & Sink Unit with Minimalist Basin and 520mm Projection Toilet - White Gloss,399.99,399.99,,0.0698,0.0698,
,dr-emily-1000-min-cist-gw,Drench Emily 1000mm Combination Bathroom Toilet & Sink Unit with Minimalist Basin and Cistern - White Gloss,324.99,324.99,,0.0714,0.0714,
,dr-emily-1000-min-gw,Drench Emily 1000mm Combination Bathroom Toilet & Sink Unit with Minimalist Basin - White Gloss,294.99,294.99,,0.0781,0.0781,
,dr-emily-1100-c2dr-mi-530t-cs-hb,(DC) Emily 1100mm Combination Bathroom Toilet & Minimalist Sink Unit with Doors - Hacienda Black - 520mm Projection Toilet & Con,554.99,554.99,,0.075,0.075,
,dr-emily-1100-c2dr-min-530t-hb,(DC) Emily 1100mm Combination Bathroom Toilet & Minimalist Sink Unit with Doors - Hacienda Black - 520mm Projection Toilet,534.99,534.99,,0.0776,0.0776,
,dr-emily-1100-c2dr-min-cs-hb,(DC) Emily 1100mm Combination Bathroom Toilet & Minimalist Sink Unit with Doors - Hacienda Black & Concealed Cistern,444.99,444.99,,0.0729,0.0729,
,dr-emily-1100-c2dr-min-hb,(DC) Emily 1100mm Combination Bathroom Toilet & Minimalist Sink Unit with Doors - Hacienda Black,414.99,414.99,,0.0778,0.0778,
,dr-emily-500-fs-2dr-vb-gw-mid,Emily 500mm Floorstanding Vanity Unit & Mid-Edged Basin - Gloss White,229.99,229.99,,0.08,0.08,
,dr-emily-500-fs-2dr-vb-gw-min,Emily 500mm Floorstanding Vanity Unit & Minimalist Basin - Gloss White,229.99,229.99,,0.08,0.08,
,dr-emily-500-fs-gw-nobasin,Emily 500mm Floorstanding Unit and Countertop - Gloss White - No Basin,184.99,184.99,,0.075,0.075,
,dr-emily-500-wm-2drw-noc-gw,Emily 500mm Wall Mounted Gloss White 2 Drawer Unit,224.99,224.99,,0.0625,0.0625,
,dr-emily-500-wm-2drw-vb-gw-mid,Emily 500mm Wall Mounted 2 Drawer Vanity Unit & Mid-Edged Basin - Gloss White,279.99,279.99,,0.0667,0.0667,
,dr-emily-500-wm-2drw-vb-gw-min,Emily 500mm Wall Mounted 2 Drawer Vanity Unit & Minimalist Basin - Gloss White,279.99,279.99,,0.0667,0.0667,
,dr-emily-600-wm-1drw-vb-gw-min,Emily 600mm Wall Mounted 1 Drawer Vanity Unit & Minimalist Basin - Gloss White,239.99,239.99,,0.0769,0.0769,
,dr-emily-600-wm-2drw-vb-gw-min,Emily 600mm Wall Mounted 2 Drawer Vanity Unit & Minimalist Basin - Gloss White,294.99,294.99,,0.0781,0.0781,
Overstock,16620,High Life Balmoral Pair Of Bath Taps,76.99,76.99,,0.0375,0.0375,
Overstock,JTY004,Premier Slider Rail Kit & Thin Round Handset - 820mm,42.99,42.99,,0.0851,0.0851,
Overstock,KI071B,Pura Contemporary Round 300mm Shower Head & Swivel Joint,159.99,159.99,,0.0588,0.0588,
Overstock,FVKI120,Flova Levo Wall Outlet Elbow,19.99,19.99,,0.091,0.091,
Overstock,LVSHVOS,Flova Levo Concealed Manual Shower Valve With Round Plate - 1 Outlet,99.99,99.99,,0.0476,0.0476,
Overstock,XLBAS,Flova XL Basin Mixer & Clicker Waste Set,139.99,139.99,,0.0667,0.0667,
Overstock,2386.02,Roper Rhodes Angled Grab Bar,79.99,79.99,,0.0698,0.0698,
Overstock,AK305,Premier Rigid Riser Kit For Bath Shower Mixer,114.99,114.99,,0.0417,0.0417,
Overstock,AV/171/C,Sagittarius Avant Wall Mounted 3 Hole Basin Mixer (160mm Spout) (AV/207/C),179.99,179.99,,0.0769,0.0769,
Overstock,LIF-123T+K-CP,Vado Life Wall Mounted Exposed Bath Shower Mixer with Kit,294.99,294.99,,0.0781,0.0781,
Overstock,AX/101/C,Sagittarius Axis Pair of Basin Taps,84.99,84.99,,0.0556,0.0556,
Overstock,PK370,Hudson Reed Single Lever High Rise Mixer With Swivel Spout,154.99,154.99,,0.0313,0.0313,
Overstock,ELE-CMA/12IN-C/P,Vado Fixed Head Ceiling Mounting Arm 300mm (12),64.99,64.99,,0.0441,0.0441,
Overstock,BL/109/C,Sagittarius Blade Extended Monobloc Basin Mixer & Waste,199.99,199.99,,0.0566,0.0566,
Overstock,ANBAS,Flova Annecy Basin Mixer & Clicker Waste Set,284.99,284.99,,0.05,0.05,
Overstock,AQB-SQ/40-C/P,Vado Aquablade Slim Line Easy Clean Square Shower Head 400mm (16),284.99,284.99,,0.0436,0.0436,
Overstock,T151102,Roper Rhodes Hydra Basin Mixer with Clicker Waste,169.99,169.99,,0.071,0.071,
Overstock,EL/106/C,Sagittarius Ergo Monobloc Basin Mixer with Clicker Waste,94.99,94.99,,0.05,0.05,
Overstock,PR/178/C,Sagittarius Prestige Single Lever Bath Filler (PR/704/C),114.99,114.99,,0.0417,0.0417,
Overstock,A322,Premier 2m Shower Flex,17.99,17.99,,0.1,0.1,
Overstock,SH-012-200-DB-C/P,Vado Chrome Plated Brass Standard Shower Hose 1/2 x 1/2 Conical 200cm,23.99,23.99,,0.04,0.04,
Overstock,VELDVSBASLOOP,Vellamo Loop Small Basin Mixer with Clicker Waste,69.99,69.99,,0.0667,0.0667,
Overstock,WBT/442/C,"Sagittarius Bath Waste & Overflow, Solid Flange & Plug (WA/442/C)",29.99,29.99,,0.0909,0.0909,
Overstock,SO8912A,Flova Sofija Single Towel Bar (360mm Width),56.99,56.99,,0.05,0.05,
Overstock,HS355,Smedbo Home Towel Hook 48mm Brushed Chrome,36.99,36.99,,0.0513,0.0513,
Overstock,HS344,Smedbo Home Towel Ring 170mm Brushed Chrome,66.99,66.99,,0.0429,0.0429,
Overstock,WB80.02,Roper Rhodes Madison Bottle Basket,54.99,54.99,,0.0179,0.0179,
Overstock,BAS-2002-C/P,Vado Wall Mounted Medium Rectangular Basket W210 x H37 x D128mm,42.99,42.99,,0.0445,0.0445,
Overstock,71498,Insinkerator Plumbing Kit for Waste Disposal Units,-0.01,25.99,,,0.0715,
Overstock,O/FCOVER,RAK Overflow Cover Plate Chrome Plated Brass for Ceramic Kitchen Sinks,12.99,12.99,,0.0715,0.0715,
Overstock,AX-MAT-106-CP,Vado Matrix Basin Pillar Taps,62.99,62.99,,0.0156,0.0156,
Overstock,AX-VEC-106/CD-CP,Vado Vecta Basin Pillar Taps,57.99,57.99,,0.0333,0.0333,
Overstock,TAB-1720/NOT-V2-CP,Vado Tablet Notion Vertical Concealed Thermostatic Shower Valve Package 22,889.99,889.99,,0.0481,0.0481,
Overstock,NTS002,Premier Standard D-Shaped Soft Close Seat - Top Fix,31.99,31.99,,0.0857,0.0857,
Overstock,IX231,Just Taps Inox Wall Mounted Single Lever Basin Mixer with Backplate,239.99,239.99,,0.0769,0.0769,
Overstock,IX509,Just Taps Inox Shower Waste,52.99,52.99,,0.0364,0.0364,
Overstock,46200,hib. Xenon 80 LED Illuminated Mirror Cabinet With Mirrored Sides,769.99,769.99,,0.0458,0.0458,
Overstock,DK2140,Smedbo Sideline Shower Squeegee with Self-adhesive Hook - Round,34.99,34.99,,0.079,0.079,
Overstock,118038,Sonia Tecno 79cm Double Towel Rail - Chrome,149.99,149.99,,0.0196,0.0196,
Overstock,118090,Sonia Tecno Hook - Chrome,19.99,19.99,,0.0476,0.0476,
Overstock,160945,Sonia S6 56cm Towel Rail,89.99,89.99,,0.0722,0.0722,
Overstock,LIANA45/100-P,DQ Heating Liana Stainless Steel Vertical Designer Heated Towel Rail Radiator - Polished - 1000x450,359.99,359.99,359.99,0.0426,0.0426,0.0426
Overstock,SE136-S,"Aeon Seren Vertical Designer Heated Towel Rail Radiator - Brushed Trim, Brushed - 1300x650",854.99,854.99,854.99,0.05,0.05,0.05
Overstock,TR-500-CP,"DQ Heating Metro, Orion & Nemo Additional Towel Rail - 500 - Chrome",69.99,69.99,69.99,0.0667,0.0667,0.0667
Overstock,IX089,Just Taps Inox Wall Panel Valves (Pair),149.99,149.99,,0.0625,0.0625,
Overstock,IX300,Inox Slim Round Overhead 300mm Fixed Shower Head - Stainless Steel,184.99,184.99,,0.075,0.075,
Overstock,158.081,Eastbrook Volente Legs & Panel for Quadrant Trays up to 1200 x 900,89.99,89.99,,0.0217,0.0217,
Overstock,EPAC-25-0005,Drench Tileable Box for Slimline Frame,154.99,154.99,,0.0549,0.0549,
Overstock,EPPR-50-0541,Abacus Lustrolite Glass-Effect Flush Plates - Titan,109.99,109.99,,0.0265,0.0265,
Overstock,EPPR-50-0544,Abacus Lustrolite Glass-Effect Flush Plates - Safari,109.99,109.99,,0.0265,0.0265,
Overstock,166404,Sonia S6 Black Towel Rail 32cm,84.99,84.99,,0.0449,0.0449,
Overstock,2311-13,Gedy Eros Glass Soap Dish,26.99,26.99,,0.0357,0.0357,
Overstock,76193NK,Butler & Rose Caledonia Crosshead 3 Hole Deck Mounted Basin Mixer Tap - Nickel,259.99,259.99,,0.0714,0.0714,
Overstock,76690NK,Butler & Rose Caledonia Crosshead Vertical Concealed 2 Outlet 3 Handle Shower Valve - Nickel,494.99,494.99,,0.073,0.073,
Overstock,85089,Butler & Rose Caledonia Lever Wall Mounted Valves (Pair),159.99,159.99,,0.0588,0.0588,
Overstock,85089ANK,Butler & Rose Caledonia Lever 3 Hole Wall Mounted Basin Mixer Tap - Nickel,264.99,264.99,,0.0669,0.0669,
Overstock,TRTE01A,Brenton Pagosa Anthracite Heated Towel Rail - Double Layer Design - 800 x 400mm (Tempt),184.99,184.99,184.99,0.075,0.075,0.075
Overstock,TRET14A,Brenton Saturnia Anthracite Horizontal Column Radiator - 600 x 860mm (Etamin),279.99,279.99,279.99,0.0667,0.0667,0.0667
Overstock,SS/609/C,Sagittarius Dream Exposed Valve And Riser Kit (SH/609/C),229.99,229.99,,0.0612,0.0612,
Overstock,B176779,Sonia Tecno Project Black Open Toilet Roll Holder,62.99,62.99,,0.0156,0.0156,
Overstock,B176083,Sonia Lux Straight Grab Bar - Black,124.99,124.99,,0.0385,0.0385,
Overstock,ESTR508C,Brenton Apollo Electric Straight Heated Towel Rail - 22mm - 800 x 500mm - On/Off Element,159.99,159.99,159.99,0.0588,0.0588,0.0588
Overstock,ETCTR512C,(DC) Brenton Apollo Electric Curved Heated Towel Rail - 22mm - 1200 x 500mm - Thermostatic Element,229.99,229.99,229.99,0.08,0.08,0.08
Overstock,MTY154,Brenton Hestia Electric Straight Anthracite Heated Towel Rail - 22mm - 920 x 480mm,204.99,204.99,204.99,0.0682,0.0682,0.0682
Overstock,MTY158,Brenton Hestia Electric Straight White Heated Towel Rail - 22mm - 1375 x 480mm,229.99,229.99,229.99,0.08,0.08,0.08
Overstock,23009ABBR,Just Taps VOS Tall Single Lever Basin Mixer - Brushed Brass,199.99,199.99,,0.0783,0.0783,
Overstock,27693ABBL,Just Taps VOS Two Outlet Thermostatic Concealed Valve - Horizontal - Brushed Black,399.99,399.99,,0.0783,0.0783,
Overstock,27273BBL,Just Taps VOS Single Lever Wall Mounted Basin Mixer - Brushed Black,234.99,234.99,,0.0784,0.0784,
Overstock,2721400BBL,Just Taps VOS Shower Arm - Brushed Black,69.99,69.99,,0.079,0.079,
Overstock,27ROUND/WS/BBL,Just Taps VOS Round Water Outlet Hose & Handshower - Brushed Black,119.99,119.99,,0.0769,0.0769,
Overstock,VELTWIST13,(DC) Vellamo Twist Floorstanding Bath Shower Mixer Tap - Chrome,224.99,214.99,,0.0625,0.0652,
Overstock,DRJET02,Drench Square Sheer Body Jet,24.99,24.99,,0.0741,0.0741,
Overstock,82073.C,Colona Vertical Column Style Radiator - White - 1800 x 380mm - 3 Column,304.99,304.99,304.99,0.0758,0.0758,0.0758
Overstock,NBV172,Hudson Reed 530mm Square Semi-Recessed Countertop Basin,104.99,104.99,,0.0455,0.0455,
Overstock,DRI370,Hudson Reed Drift Round Tall Basin Mixer Tap & Waste,144.99,144.99,,0.0333,0.0333,
Overstock,TIS0131,Drench Noir Matt Black Round Exposed Height-Adjustable Rigid Riser Rail Shower System,209.99,209.99,,0.0667,0.0667,
Overstock,TIS0109,Drench Shower Valve Basket Caddy (150mm Centres),27.99,27.99,,0.0667,0.0667,
Overstock,28129510MB,Just Taps VOS Slide Rail Shower Kit with Round Shower Handset & Hose - Matt Black,229.99,229.99,,0.0612,0.0612,
Overstock,27RVACABBL,EliteHeat Corner Radiator Valves (Pair) - Brushed Black,56.99,56.99,56.99,0.05,0.05,0.05
Overstock,27502BBL,Just Taps VOS Slim Shower Waste - Brushed Black,52.99,52.99,,0.0364,0.0364,
Overstock,BEL1200BBL,EliteHeat Ladder Heated Towel Rail 25mm Bars - Brushed Black - 1200 x 500mm (VOS),224.99,224.99,224.99,0.0625,0.0625,0.0625
Overstock,JUL10BN,Clearwater Juno Single Lever Industrial-Style Mono Kitchen Mixer Tap - Brushed Nickel,164.99,164.99,,0.0625,0.0625,
Overstock,PIL40CP,Clearwater Pioneer WRAS Approved Single Lever Industrial-Style Mono Pull Out Spray Kitchen Mixer Tap - Polished Chrome,279.99,279.99,,0.0667,0.0667,
Overstock,76275WMNK,Butler & Rose Caledonia Cross Wall Mounted Bath Shower Mixer With Kit - Nickel,434.99,434.99,,0.0745,0.0745,
Overstock,85275WMNK,Butler & Rose Caledonia Lever Wall Mounted Bath Shower Mixer With Kit - Nickel,424.99,424.99,,0.0761,0.0761,
Overstock,3S700EPWH,(DC) Drench 700mm Bath End Panel,36.99,36.99,,0.075,0.075,
Overstock,H251,Drench Chrome Strap Furniture Handle - 128mm Centres,11.99,11.99,,0.077,0.077,
Overstock,H022,Drench Matt Black Chrome Knurled T Bar Furniture Handle - 192mm Centres,11.99,11.99,,0.077,0.077,
Overstock,TIS3043,Drench Noir LED Illuminated Black Square Framed Mirror with Demister Pad - 500 x 700mm,204.99,204.99,,0.0682,0.0682,
Overstock,DESRAD001,Brenton Linero Chrome Heated Towel Rail - 800 x 500mm (Simona),154.99,154.99,154.99,0.0606,0.0606,0.0606
Overstock,ACO60140.2C,Brenton Olympus Horizontal 2 Column Anthracite Radiator - 600 x 1415mm,359.99,359.99,359.99,0.0769,0.0769,0.0769
Overstock,COLU3C50X26W,EliteHeat Horizontal Designer 3 Column Radiator - White - 500 x 1194mm,504.99,504.99,504.99,0.0734,0.0734,0.0734
Overstock,TGKT3P001-KLAQ,Terma Slip on Feet For Colorado 3 Column Radiator - Lacquer,76.99,76.99,76.99,0.0375,0.0375,0.0375
Overstock,WWFIE114048-KRGRE8P,Terma Fiona One Electric Heated Towel Rail with Heating Element - Sparkling Gravel - 1140 x 480mm,344.99,344.99,344.99,0.047,0.047,0.047
Overstock,WWFIE138048-KRGRE8P,Terma Fiona One Electric Heated Towel Rail with Heating Element - Sparkling Gravel - 1380 x 480mm,369.99,369.99,369.99,0.0488,0.0488,0.0488
Overstock,WEMEG08-TCROP,Terma MEG Chrome Heating Element - 800W,84.99,84.99,84.99,0.0449,0.0449,0.0449
Overstock,AMBIENCE-TALLBOY-MGREY,Harbour Virtue 900mm Wall Mounted Tall Storage Cabinet - Matt Grey,199.99,199.99,,0.0698,0.0698,
Overstock,CE11027-MB,Charlotte Edwards Belgravia Matt Black Free Standing Bath - 1690 x 730mm,"1,329.99","1,329.99",,0.05,0.05,
Overstock,SQPD90BP,Harbour Primrose Matt Black 6mm Pivot Shower Door - 900mm (1850mm high),209.99,209.99,,0.0455,0.0455,
Overstock,BLANCO226189,Blanco Multifunctional Stainless Steel Colander for Use with Etagon Ceramic Kitchen Sinks,64.99,64.99,,0.0714,0.0714,
Overstock,BLANCO525328,Blanco Classimo 6 S-IF 1.5 Bowl Brushed Stainless Steel Kitchen Sink & Waste with Reversible Drainer - 1000 x 500mm,394.99,394.99,,0.0706,0.0706,
Overstock,BLANCO526311,Blanco Evol-S 3-in-1 PVD Steel Smart Measure Filtered Cold Water Mono Kitchen Mixer Tap with Dual Spray,919.99,919.99,,0.08,0.08,
Overstock,COL107,Clearwater Small Colander for Carina Granite Kitchen Sinks,57.99,57.99,,0.0333,0.0333,
Overstock,SIEN500NE,Clearwater Siena Large 1 Bowl Nero Granite Composite Inset or Undermount Kitchen Sink & Chrome Waste - 530 x 460mm,249.99,249.99,,0.0741,0.0741,
